task_id,phase,phase_name,priority,title,description,dependencies,requirement_ids,deliverable,acceptance_test,status,owner,notes
P04-T003,P04,"Mobile application shell, design system and authentication experience",P1,"Create reusable components: screen shell, header, button, input, password input, form error, card, status badge, alert, ","Create reusable components: screen shell, header, button, input, password input, form error, card, status badge, alert, skeleton, empty state, retry state, confirmation sheet and secure image preview.",P03,"FR-USER-001,FR-USER-002,FR-USER-003,FR-USER-004,NFR-USE-001,NFR-USE-002",Runnable mobile app; Auth screens and secure session; Reusable mobile component library; Navigation and state handling; Mobile test baseline,"Type check, lint and tests pass; Token is stored only in secure storage; Session restoration and logout work; Form validation and server errors are accessible; Common Android viewport has no overflow or hidden controls",Not Started,Codex,
P04-T004,P04,"Mobile application shell, design system and authentication experience",P1,"Implement splash/session restoration, login, registration, forgot-password, reset-password, profile and logout flows","Implement splash/session restoration, login, registration, forgot-password, reset-password, profile and logout flows.",P03,"FR-USER-001,FR-USER-002,FR-USER-003,FR-USER-004,NFR-USE-001,NFR-USE-002",Runnable mobile app; Auth screens and secure session; Reusable mobile component library; Navigation and state handling; Mobile test baseline,"Type check, lint and tests pass; Token is stored only in secure storage; Session restoration and logout work; Form validation and server errors are accessible; Common Android viewport has no overflow or hidden controls",Not Started,Codex,
P04-T005,P04,"Mobile application shell, design system and authentication experience",P1,Use React Hook Form and Zod (or the documented selected equivalents) with shared validation semantics,Use React Hook Form and Zod (or the documented selected equivalents) with shared validation semantics.,P03,"FR-USER-001,FR-USER-002,FR-USER-003,FR-USER-004,NFR-USE-001,NFR-USE-002",Runnable mobile app; Auth screens and secure session; Reusable mobile component library; Navigation and state handling; Mobile test baseline,"Type check, lint and tests pass; Token is stored only in secure storage; Session restoration and logout work; Form validation and server errors are accessible; Common Android viewport has no overflow or hidden controls",Not Started,Codex,
P04-T006,P04,"Mobile application shell, design system and authentication experience",P1,"Use TanStack Query for server state, a small dedicated auth/session store and Expo SecureStore for tokens","Use TanStack Query for server state, a small dedicated auth/session store and Expo SecureStore for tokens.",P03,"FR-USER-001,FR-USER-002,FR-USER-003,FR-USER-004,NFR-USE-001,NFR-USE-002",Runnable mobile app; Auth screens and secure session; Reusable mobile component library; Navigation and state handling; Mobile test baseline,"Type check, lint and tests pass; Token is stored only in secure storage; Session restoration and logout work; Form validation and server errors are accessible; Common Android viewport has no overflow or hidden controls",Not Started,Codex,
P04-T007,P04,"Mobile application shell, design system and authentication experience",P1,"Create bottom-tab/navigation skeleton: Home, History, Notifications and Profile, plus the central Upload/Scan action","Create bottom-tab/navigation skeleton: Home, History, Notifications and Profile, plus the central Upload/Scan action.",P03,"FR-USER-001,FR-USER-002,FR-USER-003,FR-USER-004,NFR-USE-001,NFR-USE-002",Runnable mobile app; Auth screens and secure session; Reusable mobile component library; Navigation and state handling; Mobile test baseline,"Type check, lint and tests pass; Token is stored only in secure storage; Session restoration and logout work; Form validation and server errors are accessible; Common Android viewport has no overflow or hidden controls",Not Started,Codex,
P04-T008,P04,"Mobile application shell, design system and authentication experience",P1,"Implement offline/network awareness, API error mapping, global error boundary and retry behaviour","Implement offline/network awareness, API error mapping, global error boundary and retry behaviour.",P03,"FR-USER-001,FR-USER-002,FR-USER-003,FR-USER-004,NFR-USE-001,NFR-USE-002",Runnable mobile app; Auth screens and secure session; Reusable mobile component library; Navigation and state handling; Mobile test baseline,"Type check, lint and tests pass; Token is stored only in secure storage; Session restoration and logout work; Form validation and server errors are accessible; Common Android viewport has no overflow or hidden controls",Not Started,Codex,
P04-T009,P04,"Mobile application shell, design system and authentication experience",P1,"Add accessibility labels, focus order, keyboard handling, dynamic-text support and safe-area support","Add accessibility labels, focus order, keyboard handling, dynamic-text support and safe-area support.",P03,"FR-USER-001,FR-USER-002,FR-USER-003,FR-USER-004,NFR-USE-001,NFR-USE-002",Runnable mobile app; Auth screens and secure session; Reusable mobile component library; Navigation and state handling; Mobile test baseline,"Type check, lint and tests pass; Token is stored only in secure storage; Session restoration and logout work; Form validation and server errors are accessible; Common Android viewport has no overflow or hidden controls",Not Started,Codex,
P04-T010,P04,"Mobile application shell, design system and authentication experience",P1,Create component/unit tests and a smoke E2E path through authentication using a test API,Create component/unit tests and a smoke E2E path through authentication using a test API.,P03,"FR-USER-001,FR-USER-002,FR-USER-003,FR-USER-004,NFR-USE-001,NFR-USE-002",Runnable mobile app; Auth screens and secure session; Reusable mobile component library; Navigation and state handling; Mobile test baseline,"Type check, lint and tests pass; Token is stored only in secure storage; Session restoration and logout work; Form validation and server errors are accessible; Common Android viewport has no overflow or hidden controls",Not Started,Codex,
P05-T001,P05,Administrator and investigator web portal shell,P1,Scaffold React + TypeScript + Vite with React Router and a route-level permission guard,Scaffold React + TypeScript + Vite with React Router and a route-level permission guard.,P03,"FR-AUTH-003,FR-ADM-001,FR-ADM-005,FR-ADM-006,FR-ADM-007,NFR-USE-002",Runnable web portal shell; Role-aware navigation; Reusable web component library; Auth/session workflow; Web test baseline,Admin and investigator see only allowed navigation/actions; Refresh/logout/session expiry tested; Keyboard navigation and visible focus tested; Responsive routes render without horizontal document overflow; Production build succeeds,Not Started,Codex,
P05-T002,P05,Administrator and investigator web portal shell,P1,"Create a responsive design system and reusable data-table, filter, pagination, dialog, drawer, form, badge, chart-contai","Create a responsive design system and reusable data-table, filter, pagination, dialog, drawer, form, badge, chart-container, skeleton and error components.",P03,"FR-AUTH-003,FR-ADM-001,FR-ADM-005,FR-ADM-006,FR-ADM-007,NFR-USE-002",Runnable web portal shell; Role-aware navigation; Reusable web component library; Auth/session workflow; Web test baseline,Admin and investigator see only allowed navigation/actions; Refresh/logout/session expiry tested; Keyboard navigation and visible focus tested; Responsive routes render without horizontal document overflow; Production build succeeds,Not Started,Codex,
P05-T003,P05,Administrator and investigator web portal shell,P1,"Implement administrator/investigator login, session refresh, logout and permission-aware navigation","Implement administrator/investigator login, session refresh, logout and permission-aware navigation.",P03,"FR-AUTH-003,FR-ADM-001,FR-ADM-005,FR-ADM-006,FR-ADM-007,NFR-USE-002",Runnable web portal shell; Role-aware navigation; Reusable web component library; Auth/session workflow; Web test baseline,Admin and investigator see only allowed navigation/actions; Refresh/logout/session expiry tested; Keyboard navigation and visible focus tested; Responsive routes render without horizontal document overflow; Production build succeeds,Not Started,Codex,
P05-T004,P05,Administrator and investigator web portal shell,P1,"Create shell routes for Dashboard, Transactions, Cases, Users, Reference Imports, Templates, Rules, Models, Reports, Aud","Create shell routes for Dashboard, Transactions, Cases, Users, Reference Imports, Templates, Rules, Models, Reports, Audit Logs and System Status.",P03,"FR-AUTH-003,FR-ADM-001,FR-ADM-005,FR-ADM-006,FR-ADM-007,NFR-USE-002",Runnable web portal shell; Role-aware navigation; Reusable web component library; Auth/session workflow; Web test baseline,Admin and investigator see only allowed navigation/actions; Refresh/logout/session expiry tested; Keyboard navigation and visible focus tested; Responsive routes render without horizontal document overflow; Production build succeeds,Not Started,Codex,
P05-T005,P05,Administrator and investigator web portal shell,P1,"Implement a no-access page, 404 page, global error boundary and session-expired behaviour","Implement a no-access page, 404 page, global error boundary and session-expired behaviour.",P03,"FR-AUTH-003,FR-ADM-001,FR-ADM-005,FR-ADM-006,FR-ADM-007,NFR-USE-002",Runnable web portal shell; Role-aware navigation; Reusable web component library; Auth/session workflow; Web test baseline,Admin and investigator see only allowed navigation/actions; Refresh/logout/session expiry tested; Keyboard navigation and visible focus tested; Responsive routes render without horizontal document overflow; Production build succeeds,Not Started,Codex,
P05-T006,P05,Administrator and investigator web portal shell,P1,Use TanStack Query for server state and React Hook Form/Zod for forms,Use TanStack Query for server state and React Hook Form/Zod for forms.,P03,"FR-AUTH-003,FR-ADM-001,FR-ADM-005,FR-ADM-006,FR-ADM-007,NFR-USE-002",Runnable web portal shell; Role-aware navigation; Reusable web component library; Auth/session workflow; Web test baseline,Admin and investigator see only allowed navigation/actions; Refresh/logout/session expiry tested; Keyboard navigation and visible focus tested; Responsive routes render without horizontal document overflow; Production build succeeds,Not Started,Codex,
P05-T007,P05,Administrator and investigator web portal shell,P1,Create secure download handling for private reports/evidence through authenticated API calls,Create secure download handling for private reports/evidence through authenticated API calls.,P03,"FR-AUTH-003,FR-ADM-001,FR-ADM-005,FR-ADM-006,FR-ADM-007,NFR-USE-002",Runnable web portal shell; Role-aware navigation; Reusable web component library; Auth/session workflow; Web test baseline,Admin and investigator see only allowed navigation/actions; Refresh/logout/session expiry tested; Keyboard navigation and visible focus tested; Responsive routes render without horizontal document overflow; Production build succeeds,Not Started,Codex,
P05-T008,P05,Administrator and investigator web portal shell,P1,Add responsive breakpoints for desktop and tablet; tables must have accessible mobile/tablet alternatives where needed,Add responsive breakpoints for desktop and tablet; tables must have accessible mobile/tablet alternatives where needed.,P03,"FR-AUTH-003,FR-ADM-001,FR-ADM-005,FR-ADM-006,FR-ADM-007,NFR-USE-002",Runnable web portal shell; Role-aware navigation; Reusable web component library; Auth/session workflow; Web test baseline,Admin and investigator see only allowed navigation/actions; Refresh/logout/session expiry tested; Keyboard navigation and visible focus tested; Responsive routes render without horizontal document overflow; Production build succeeds,Not Started,Codex,
P05-T009,P05,Administrator and investigator web portal shell,P1,Set up unit/component tests and Playwright smoke tests,Set up unit/component tests and Playwright smoke tests.,P03,"FR-AUTH-003,FR-ADM-001,FR-ADM-005,FR-ADM-006,FR-ADM-007,NFR-USE-002",Runnable web portal shell; Role-aware navigation; Reusable web component library; Auth/session workflow; Web test baseline,Admin and investigator see only allowed navigation/actions; Refresh/logout/session expiry tested; Keyboard navigation and visible focus tested; Responsive routes render without horizontal document overflow; Production build succeeds,Not Started,Codex,
P05-T010,P05,Administrator and investigator web portal shell,P1,Generate a production build in CI,Generate a production build in CI.,P03,"FR-AUTH-003,FR-ADM-001,FR-ADM-005,FR-ADM-006,FR-ADM-007,NFR-USE-002",Runnable web portal shell; Role-aware navigation; Reusable web component library; Auth/session workflow; Web test baseline,Admin and investigator see only allowed navigation/actions; Refresh/logout/session expiry tested; Keyboard navigation and visible focus tested; Responsive routes render without horizontal document overflow; Production build succeeds,Not Started,Codex,
P06-T001,P06,"Receipt capture, hostile-file validation and private upload",P0,Implement camera/gallery selection with Expo ImagePicker and runtime permissions,Implement camera/gallery selection with Expo ImagePicker and runtime permissions.,"P02,P03,P04","FR-UPL-001,FR-UPL-002,FR-UPL-003,FR-UPL-004,FR-UPL-005,FR-UPL-006,FR-UPL-007,NFR-SEC-003",Secure upload API; Private storage integration; Mobile capture/preview/upload screens; Receipt metadata and hashes; Upload abuse tests,"Valid formats upload and persist; Renamed non-image, corrupt file, oversized image and extreme dimensions are rejected; Path traversal filename has no effect; Cross-user image retrieval is blocked; Duplicate hash is detected without leaking owner information; Storage/database rollback tested",Not Started,Codex,
P06-T002,P06,"Receipt capture, hostile-file validation and private upload",P0,"Implement client preview, replace/remove action, accepted-format guidance and quality hints without trusting client vali","Implement client preview, replace/remove action, accepted-format guidance and quality hints without trusting client validation.","P02,P03,P04","FR-UPL-001,FR-UPL-002,FR-UPL-003,FR-UPL-004,FR-UPL-005,FR-UPL-006,FR-UPL-007,NFR-SEC-003",Secure upload API; Private storage integration; Mobile capture/preview/upload screens; Receipt metadata and hashes; Upload abuse tests,"Valid formats upload and persist; Renamed non-image, corrupt file, oversized image and extreme dimensions are rejected; Path traversal filename has no effect; Cross-user image retrieval is blocked; Duplicate hash is detected without leaking owner information; Storage/database rollback tested",Not Started,Codex,
P06-T003,P06,"Receipt capture, hostile-file validation and private upload",P0,"Create multipart upload API with authentication, idempotency key and ownership","Create multipart upload API with authentication, idempotency key and ownership.","P02,P03,P04","FR-UPL-001,FR-UPL-002,FR-UPL-003,FR-UPL-004,FR-UPL-005,FR-UPL-006,FR-UPL-007,NFR-SEC-003",Secure upload API; Private storage integration; Mobile capture/preview/upload screens; Receipt metadata and hashes; Upload abuse tests,"Valid formats upload and persist; Renamed non-image, corrupt file, oversized image and extreme dimensions are rejected; Path traversal filename has no effect; Cross-user image retrieval is blocked; Duplicate hash is detected without leaking owner information; Storage/database rollback tested",Not Started,Codex,
P06-T004,P06,"Receipt capture, hostile-file validation and private upload",P0,"Allowlist JPEG, PNG and WEBP","Allowlist JPEG, PNG and WEBP. Validate extension, magic/decode result, dimensions, animated/multi-frame behaviour, decompression-bomb limits and configured maximum bytes.","P02,P03,P04","FR-UPL-001,FR-UPL-002,FR-UPL-003,FR-UPL-004,FR-UPL-005,FR-UPL-006,FR-UPL-007,NFR-SEC-003",Secure upload API; Private storage integration; Mobile capture/preview/upload screens; Receipt metadata and hashes; Upload abuse tests,"Valid formats upload and persist; Renamed non-image, corrupt file, oversized image and extreme dimensions are rejected; Path traversal filename has no effect; Cross-user image retrieval is blocked; Duplicate hash is detected without leaking owner information; Storage/database rollback tested",Not Started,Codex,
P06-T005,P06,"Receipt capture, hostile-file validation and private upload",P0,Apply EXIF orientation only to a derived copy; retain the immutable original,Apply EXIF orientation only to a derived copy; retain the immutable original.,"P02,P03,P04","FR-UPL-001,FR-UPL-002,FR-UPL-003,FR-UPL-004,FR-UPL-005,FR-UPL-006,FR-UPL-007,NFR-SEC-003",Secure upload API; Private storage integration; Mobile capture/preview/upload screens; Receipt metadata and hashes; Upload abuse tests,"Valid formats upload and persist; Renamed non-image, corrupt file, oversized image and extreme dimensions are rejected; Path traversal filename has no effect; Cross-user image retrieval is blocked; Duplicate hash is detected without leaking owner information; Storage/database rollback tested",Not Started,Codex,
P06-T006,P06,"Receipt capture, hostile-file validation and private upload",P0,Generate server-side object keys; never use the user's filename as a storage path,Generate server-side object keys; never use the user's filename as a storage path.,"P02,P03,P04","FR-UPL-001,FR-UPL-002,FR-UPL-003,FR-UPL-004,FR-UPL-005,FR-UPL-006,FR-UPL-007,NFR-SEC-003",Secure upload API; Private storage integration; Mobile capture/preview/upload screens; Receipt metadata and hashes; Upload abuse tests,"Valid formats upload and persist; Renamed non-image, corrupt file, oversized image and extreme dimensions are rejected; Path traversal filename has no effect; Cross-user image retrieval is blocked; Duplicate hash is detected without leaking owner information; Storage/database rollback tested",Not Started,Codex,
P06-T007,P06,"Receipt capture, hostile-file validation and private upload",P0,Compute SHA-256 and perceptual hash,Compute SHA-256 and perceptual hash. Record exact duplicate candidates but do not expose other users' data.,"P02,P03,P04","FR-UPL-001,FR-UPL-002,FR-UPL-003,FR-UPL-004,FR-UPL-005,FR-UPL-006,FR-UPL-007,NFR-SEC-003",Secure upload API; Private storage integration; Mobile capture/preview/upload screens; Receipt metadata and hashes; Upload abuse tests,"Valid formats upload and persist; Renamed non-image, corrupt file, oversized image and extreme dimensions are rejected; Path traversal filename has no effect; Cross-user image retrieval is blocked; Duplicate hash is detected without leaking owner information; Storage/database rollback tested",Not Started,Codex,
P06-T008,P06,"Receipt capture, hostile-file validation and private upload",P0,Create transaction and receipt rows atomically; roll back database/storage consistently on failure,Create transaction and receipt rows atomically; roll back database/storage consistently on failure.,"P02,P03,P04","FR-UPL-001,FR-UPL-002,FR-UPL-003,FR-UPL-004,FR-UPL-005,FR-UPL-006,FR-UPL-007,NFR-SEC-003",Secure upload API; Private storage integration; Mobile capture/preview/upload screens; Receipt metadata and hashes; Upload abuse tests,"Valid formats upload and persist; Renamed non-image, corrupt file, oversized image and extreme dimensions are rejected; Path traversal filename has no effect; Cross-user image retrieval is blocked; Duplicate hash is detected without leaking owner information; Storage/database rollback tested",Not Started,Codex,
P06-T009,P06,"Receipt capture, hostile-file validation and private upload",P0,Implement authenticated thumbnail/original retrieval through short-lived signed access or an API stream; enforce ownersh,Implement authenticated thumbnail/original retrieval through short-lived signed access or an API stream; enforce ownership/role.,"P02,P03,P04","FR-UPL-001,FR-UPL-002,FR-UPL-003,FR-UPL-004,FR-UPL-005,FR-UPL-006,FR-UPL-007,NFR-SEC-003",Secure upload API; Private storage integration; Mobile capture/preview/upload screens; Receipt metadata and hashes; Upload abuse tests,"Valid formats upload and persist; Renamed non-image, corrupt file, oversized image and extreme dimensions are rejected; Path traversal filename has no effect; Cross-user image retrieval is blocked; Duplicate hash is detected without leaking owner information; Storage/database rollback tested",Not Started,Codex,
P06-T010,P06,"Receipt capture, hostile-file validation and private upload",P0,"Create upload progress, success, invalid-file, too-large, poor-quality, duplicate-warning and retry UI states","Create upload progress, success, invalid-file, too-large, poor-quality, duplicate-warning and retry UI states.","P02,P03,P04","FR-UPL-001,FR-UPL-002,FR-UPL-003,FR-UPL-004,FR-UPL-005,FR-UPL-006,FR-UPL-007,NFR-SEC-003",Secure upload API; Private storage integration; Mobile capture/preview/upload screens; Receipt metadata and hashes; Upload abuse tests,"Valid formats upload and persist; Renamed non-image, corrupt file, oversized image and extreme dimensions are rejected; Path traversal filename has no effect; Cross-user image retrieval is blocked; Duplicate hash is detected without leaking owner information; Storage/database rollback tested",Not Started,Codex,
P06-T011,P06,"Receipt capture, hostile-file validation and private upload",P0,"Audit upload, rejection and protected file access","Audit upload, rejection and protected file access.","P02,P03,P04","FR-UPL-001,FR-UPL-002,FR-UPL-003,FR-UPL-004,FR-UPL-005,FR-UPL-006,FR-UPL-007,NFR-SEC-003",Secure upload API; Private storage integration; Mobile capture/preview/upload screens; Receipt metadata and hashes; Upload abuse tests,"Valid formats upload and persist; Renamed non-image, corrupt file, oversized image and extreme dimensions are rejected; Path traversal filename has no effect; Cross-user image retrieval is blocked; Duplicate hash is detected without leaking owner information; Storage/database rollback tested",Not Started,Codex,
P07-T001,P07,"OCR preprocessing, extraction, confidence and correction workflow",P0,"Implement image quality metrics and preprocessing variants: orientation correction, scale normalisation, grayscale/CLAHE","Implement image quality metrics and preprocessing variants: orientation correction, scale normalisation, grayscale/CLAHE, denoise, sharpen, Otsu/adaptive threshold and optional deskew.",P06,"FR-OCR-001,FR-OCR-002,FR-OCR-003,FR-OCR-004,FR-OCR-005,FR-OCR-006,FR-OCR-007,FR-OCR-008,NFR-ACC-001",Versioned OCR pipeline; Field parser and confidence model; Mobile OCR review/correction flow; OCR fixtures and evaluation report; OCR audit evidence,Known fixtures extract expected fields within normalised tolerance; Low-confidence fields are flagged; Correction creates an audit record and preserves original values; Invalid state transition to analysis before OCR review is rejected; Tesseract-unavailable path returns explicit partial/failure status,Not Started,Codex,
P07-T002,P07,"OCR preprocessing, extraction, confidence and correction workflow",P0,"Run Tesseract `image_to_data` or equivalent to retain token text, bounding boxes and confidence","Run Tesseract `image_to_data` or equivalent to retain token text, bounding boxes and confidence.",P06,"FR-OCR-001,FR-OCR-002,FR-OCR-003,FR-OCR-004,FR-OCR-005,FR-OCR-006,FR-OCR-007,FR-OCR-008,NFR-ACC-001",Versioned OCR pipeline; Field parser and confidence model; Mobile OCR review/correction flow; OCR fixtures and evaluation report; OCR audit evidence,Known fixtures extract expected fields within normalised tolerance; Low-confidence fields are flagged; Correction creates an audit record and preserves original values; Invalid state transition to analysis before OCR review is rejected; Tesseract-unavailable path returns explicit partial/failure status,Not Started,Codex,
P07-T003,P07,"OCR preprocessing, extraction, confidence and correction workflow",P0,"Score preprocessing variants by OCR confidence and required-field coverage; retain the chosen variant and summary, not o","Score preprocessing variants by OCR confidence and required-field coverage; retain the chosen variant and summary, not only final text.",P06,"FR-OCR-001,FR-OCR-002,FR-OCR-003,FR-OCR-004,FR-OCR-005,FR-OCR-006,FR-OCR-007,FR-OCR-008,NFR-ACC-001",Versioned OCR pipeline; Field parser and confidence model; Mobile OCR review/correction flow; OCR fixtures and evaluation report; OCR audit evidence,Known fixtures extract expected fields within normalised tolerance; Low-confidence fields are flagged; Correction creates an audit record and preserves original values; Invalid state transition to analysis before OCR review is rejected; Tesseract-unavailable path returns explicit partial/failure status,Not Started,Codex,
P07-T004,P07,"OCR preprocessing, extraction, confidence and correction workflow",P0,Create provider/template detection with a generic fallback,Create provider/template detection with a generic fallback. Store template/parser versions.,P06,"FR-OCR-001,FR-OCR-002,FR-OCR-003,FR-OCR-004,FR-OCR-005,FR-OCR-006,FR-OCR-007,FR-OCR-008,NFR-ACC-001",Versioned OCR pipeline; Field parser and confidence model; Mobile OCR review/correction flow; OCR fixtures and evaluation report; OCR audit evidence,Known fixtures extract expected fields within normalised tolerance; Low-confidence fields are flagged; Correction creates an audit record and preserves original values; Invalid state transition to analysis before OCR review is rejected; Tesseract-unavailable path returns explicit partial/failure status,Not Started,Codex,
P07-T005,P07,"OCR preprocessing, extraction, confidence and correction workflow",P0,"Implement parsers and normalisers for transaction ID, amount/currency, names, phone numbers, date/time and status text","Implement parsers and normalisers for transaction ID, amount/currency, names, phone numbers, date/time and status text.",P06,"FR-OCR-001,FR-OCR-002,FR-OCR-003,FR-OCR-004,FR-OCR-005,FR-OCR-006,FR-OCR-007,FR-OCR-008,NFR-ACC-001",Versioned OCR pipeline; Field parser and confidence model; Mobile OCR review/correction flow; OCR fixtures and evaluation report; OCR audit evidence,Known fixtures extract expected fields within normalised tolerance; Low-confidence fields are flagged; Correction creates an audit record and preserves original values; Invalid state transition to analysis before OCR review is rejected; Tesseract-unavailable path returns explicit partial/failure status,Not Started,Codex,
P07-T006,P07,"OCR preprocessing, extraction, confidence and correction workflow",P0,"Store raw OCR text, token data, extracted values, per-field confidence, parser version and warnings","Store raw OCR text, token data, extracted values, per-field confidence, parser version and warnings.",P06,"FR-OCR-001,FR-OCR-002,FR-OCR-003,FR-OCR-004,FR-OCR-005,FR-OCR-006,FR-OCR-007,FR-OCR-008,NFR-ACC-001",Versioned OCR pipeline; Field parser and confidence model; Mobile OCR review/correction flow; OCR fixtures and evaluation report; OCR audit evidence,Known fixtures extract expected fields within normalised tolerance; Low-confidence fields are flagged; Correction creates an audit record and preserves original values; Invalid state transition to analysis before OCR review is rejected; Tesseract-unavailable path returns explicit partial/failure status,Not Started,Codex,
P07-T007,P07,"OCR preprocessing, extraction, confidence and correction workflow",P0,Create API response for OCR review,Create API response for OCR review. Mark fields below the configured confidence threshold.,P06,"FR-OCR-001,FR-OCR-002,FR-OCR-003,FR-OCR-004,FR-OCR-005,FR-OCR-006,FR-OCR-007,FR-OCR-008,NFR-ACC-001",Versioned OCR pipeline; Field parser and confidence model; Mobile OCR review/correction flow; OCR fixtures and evaluation report; OCR audit evidence,Known fixtures extract expected fields within normalised tolerance; Low-confidence fields are flagged; Correction creates an audit record and preserves original values; Invalid state transition to analysis before OCR review is rejected; Tesseract-unavailable path returns explicit partial/failure status,Not Started,Codex,
P07-T008,P07,"OCR preprocessing, extraction, confidence and correction workflow",P0,"Implement mobile OCR Review screen with side-by-side/zoomable receipt, editable fields, confidence/warning indicators an","Implement mobile OCR Review screen with side-by-side/zoomable receipt, editable fields, confidence/warning indicators and confirmation.",P06,"FR-OCR-001,FR-OCR-002,FR-OCR-003,FR-OCR-004,FR-OCR-005,FR-OCR-006,FR-OCR-007,FR-OCR-008,NFR-ACC-001",Versioned OCR pipeline; Field parser and confidence model; Mobile OCR review/correction flow; OCR fixtures and evaluation report; OCR audit evidence,Known fixtures extract expected fields within normalised tolerance; Low-confidence fields are flagged; Correction creates an audit record and preserves original values; Invalid state transition to analysis before OCR review is rejected; Tesseract-unavailable path returns explicit partial/failure status,Not Started,Codex,
P07-T009,P07,"OCR preprocessing, extraction, confidence and correction workflow",P0,Preserve original OCR value and correction audit trail,Preserve original OCR value and correction audit trail. Do not overwrite raw OCR evidence.,P06,"FR-OCR-001,FR-OCR-002,FR-OCR-003,FR-OCR-004,FR-OCR-005,FR-OCR-006,FR-OCR-007,FR-OCR-008,NFR-ACC-001",Versioned OCR pipeline; Field parser and confidence model; Mobile OCR review/correction flow; OCR fixtures and evaluation report; OCR audit evidence,Known fixtures extract expected fields within normalised tolerance; Low-confidence fields are flagged; Correction creates an audit record and preserves original values; Invalid state transition to analysis before OCR review is rejected; Tesseract-unavailable path returns explicit partial/failure status,Not Started,Codex,
P07-T010,P07,"OCR preprocessing, extraction, confidence and correction workflow",P0,"Add fixture-based OCR regression tests, including rotated, noisy, low-contrast and cropped receipts","Add fixture-based OCR regression tests, including rotated, noisy, low-contrast and cropped receipts.",P06,"FR-OCR-001,FR-OCR-002,FR-OCR-003,FR-OCR-004,FR-OCR-005,FR-OCR-006,FR-OCR-007,FR-OCR-008,NFR-ACC-001",Versioned OCR pipeline; Field parser and confidence model; Mobile OCR review/correction flow; OCR fixtures and evaluation report; OCR audit evidence,Known fixtures extract expected fields within normalised tolerance; Low-confidence fields are flagged; Correction creates an audit record and preserves original values; Invalid state transition to analysis before OCR review is rejected; Tesseract-unavailable path returns explicit partial/failure status,Not Started,Codex,
P07-T011,P07,"OCR preprocessing, extraction, confidence and correction workflow",P0,Measure required-field extraction on the controlled evaluation set and report the actual value without inflating it,Measure required-field extraction on the controlled evaluation set and report the actual value without inflating it.,P06,"FR-OCR-001,FR-OCR-002,FR-OCR-003,FR-OCR-004,FR-OCR-005,FR-OCR-006,FR-OCR-007,FR-OCR-008,NFR-ACC-001",Versioned OCR pipeline; Field parser and confidence model; Mobile OCR review/correction flow; OCR fixtures and evaluation report; OCR audit evidence,Known fixtures extract expected fields within normalised tolerance; Low-confidence fields are flagged; Correction creates an audit record and preserves original values; Invalid state transition to analysis before OCR review is rejected; Tesseract-unavailable path returns explicit partial/failure status,Not Started,Codex,
P08-T001,P08,Reference-record import and transaction verification,P0,"Implement reference-import batches with file hash, source label, uploader, row counts, status and audit trail","Implement reference-import batches with file hash, source label, uploader, row counts, status and audit trail.","P05,P07","FR-VER-001,FR-VER-002,FR-VER-003,FR-VER-004,FR-VER-005,FR-VER-006,FR-VER-007,FR-VER-008",Reference CSV contract; Validated import workflow; Versioned verification engine; Field-level comparison evidence; Admin/user verification UI,Matching record returns VERIFIED; No record returns UNVERIFIED; Critical mismatch returns MISMATCH with exact reasons; Duplicate import is idempotent or explicitly rejected; Invalid rows and file-level errors are reported; Unauthorised import and reference reads are blocked,Not Started,Codex,
P08-T002,P08,Reference-record import and transaction verification,P0,"Define a CSV template and validation: provider, transaction reference, amount, currency, sender/receiver phone/name, tim","Define a CSV template and validation: provider, transaction reference, amount, currency, sender/receiver phone/name, timestamp, status and optional source-system ID.","P05,P07","FR-VER-001,FR-VER-002,FR-VER-003,FR-VER-004,FR-VER-005,FR-VER-006,FR-VER-007,FR-VER-008",Reference CSV contract; Validated import workflow; Versioned verification engine; Field-level comparison evidence; Admin/user verification UI,Matching record returns VERIFIED; No record returns UNVERIFIED; Critical mismatch returns MISMATCH with exact reasons; Duplicate import is idempotent or explicitly rejected; Invalid rows and file-level errors are reported; Unauthorised import and reference reads are blocked,Not Started,Codex,
P08-T003,P08,Reference-record import and transaction verification,P0,Implement preview-before-commit,Implement preview-before-commit. Invalid rows must be downloadable with reasons; a bad row must not silently corrupt good data.,"P05,P07","FR-VER-001,FR-VER-002,FR-VER-003,FR-VER-004,FR-VER-005,FR-VER-006,FR-VER-007,FR-VER-008",Reference CSV contract; Validated import workflow; Versioned verification engine; Field-level comparison evidence; Admin/user verification UI,Matching record returns VERIFIED; No record returns UNVERIFIED; Critical mismatch returns MISMATCH with exact reasons; Duplicate import is idempotent or explicitly rejected; Invalid rows and file-level errors are reported; Unauthorised import and reference reads are blocked,Not Started,Codex,
P08-T004,P08,Reference-record import and transaction verification,P0,"Normalise references, phone numbers, amounts, currency and timestamps consistently with OCR output","Normalise references, phone numbers, amounts, currency and timestamps consistently with OCR output.","P05,P07","FR-VER-001,FR-VER-002,FR-VER-003,FR-VER-004,FR-VER-005,FR-VER-006,FR-VER-007,FR-VER-008",Reference CSV contract; Validated import workflow; Versioned verification engine; Field-level comparison evidence; Admin/user verification UI,Matching record returns VERIFIED; No record returns UNVERIFIED; Critical mismatch returns MISMATCH with exact reasons; Duplicate import is idempotent or explicitly rejected; Invalid rows and file-level errors are reported; Unauthorised import and reference reads are blocked,Not Started,Codex,
